OBJECTID,Stop_Number,Stop_Description,Shelter,Boarding_Allowed,Debarking_Allowed,Express_Stop,Accessible,Routes_Service,District,Zone,Latitude,Longitude,Effective_Date,x,y
147,208,LAKESHORE RD at INVERHOUSE DR,1,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.513267,-79.627332,2025/09/01,-79.627332,43.513267
148,209,LAKESHORE RD west of CLARKSON RD,1,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.515338,-79.62512,2025/09/01,-79.62512,43.515338
149,210,LAKESHORE RD at CLARKSON RD,1,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.517072,-79.623249,2025/09/01,-79.623249,43.517072
150,211,LAKESHORE RD at MEADOW WOOD RD,1,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.518973,-79.621152,2025/09/01,-79.6211519999999,43.5189730000001
151,212,SOUTHDOWN RD south of BONNYMEDE DR,0,1,1,0,1,14/29,SOUTHDOWN,TRAFFIC ZONE 39,43.506741,-79.624511,2025/09/01,-79.624511,43.506741
152,214,LAKESHORE RD at SILVER BIRCH TRAIL,1,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.52403,-79.615604,2025/09/01,-79.615604,43.52403
153,216,LAKESHORE RD at TENNYSON AVE,1,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 41,43.531725,-79.607236,2025/09/01,-79.6072359999999,43.5317250000001
154,218,LAKESHORE RD at MAPLE AVE,1,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 41,43.542869,-79.595146,2025/09/01,-79.5951459999999,43.542869
155,219,LAKESHORE RD at SHAWNMARR RD,1,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 41,43.54023,-79.598029,2025/09/01,-79.5980289999999,43.5402300000001
156,221,LAKESHORE RD at BENSON AVE,1,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 41,43.544513,-79.593424,2025/09/01,-79.593424,43.544513
157,222,LAKESHORE RD east of BENSON AVE,1,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 41,43.545863,-79.59187,2025/09/01,-79.59187,43.5458630000001
158,223,LAKESHORE RD at MISSISSAUGA RD,1,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 41,43.547719,-79.589772,2025/09/01,-79.589772,43.547719
159,224,LAKESHORE RD at FRONT ST,0,1,1,0,1,14/23,PORT CREDIT,TRAFFIC ZONE 41,43.549976,-79.587342,2025/09/01,-79.587342,43.5499760000001
160,225,LAKESHORE RD at FESTAVON CRT,0,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.526589,-79.612811,2025/09/01,-79.612811,43.5265890000001
161,226,PARK ST at MISSISSAUGA RD,0,1,1,0,1,14,PORT CREDIT,TRAFFIC ZONE 41,43.54951,-79.591909,2025/09/01,-79.591909,43.54951
162,227,MISSISSAUGA RD west of KANE RD,0,1,1,0,0,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.55076,-79.597673,2025/09/01,-79.597673,43.55076
163,228,INDIAN RD at KANE RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.550785,-79.602662,2025/09/01,-79.602662,43.5507850000001
164,229,INDIAN RD at INDIAN GROVE,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.547266,-79.606444,2025/09/01,-79.606444,43.547266
165,230,INDIAN RD at WOODEDEN DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.542453,-79.611989,2025/09/01,-79.6119889999999,43.5424530000001
166,231,INDIAN RD at TECUMSEH PARK DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.541834,-79.613625,2025/09/01,-79.613625,43.5418340000001
167,232,INDIAN RD at CALDWELL AVE,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.540299,-79.617769,2025/09/01,-79.617769,43.5402990000001
168,233,INDIAN RD at BIRCHVIEW DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.538695,-79.622113,2025/09/01,-79.622113,43.5386950000001
169,234,INDIAN RD at NARVA RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.537395,-79.625621,2025/09/01,-79.625621,43.5373950000001
170,235,INDIAN RD at LORNE PARK RD,0,1,1,0,0,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.536499,-79.628107,2025/09/01,-79.6281069999999,43.536499
171,236,LORNE PARK RD at CRESCENT RD,0,1,1,0,0,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.535208,-79.627168,2025/09/01,-79.627168,43.5352080000001
172,237,TRUSCOTT DR west of LORNE PARK RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.532243,-79.625453,2025/09/01,-79.6254529999999,43.5322430000001
173,238,TRUSCOTT DR at CHASEHURST DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.531576,-79.627597,2025/09/01,-79.627597,43.531576
174,239,TRUSCOTT DR at FAIRMILE DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.52758,-79.633826,2025/09/01,-79.633826,43.5275800000001
175,240,TRUSCOTT DR at CLARKSON RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.52619,-79.635763,2025/09/01,-79.6357629999999,43.52619
176,241,TRUSCOTT DR at DELANEY DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.524559,-79.63721,2025/09/01,-79.63721,43.5245590000001
177,242,TRUSCOTT DR at ROBILLARD RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.522869,-79.638956,2025/09/01,-79.638956,43.5228690000001
178,243,TRUSCOTT DR at DAVEBROOK RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.519976,-79.640209,2025/09/01,-79.640209,43.519976
179,244,SOUTHDOWN RD at WISEMAN CRT,1,1,1,0,1,13/14/45,CLARKSON - LORNE PARK,TRAFFIC ZONE 23,43.516182,-79.636633,2025/09/01,-79.636633,43.5161820000001
180,245,SOUTHDOWN RD at TRUSCOTT DR,1,1,1,0,1,13/14/45/110,CLARKSON - LORNE PARK,TRAFFIC ZONE 23,43.518964,-79.640422,2025/09/01,-79.6404219999999,43.518964
181,246,TRUSCOTT DR at DAVEBROOK RD,1,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 23,43.519687,-79.640166,2025/09/01,-79.640166,43.519687
182,247,TRUSCOTT DR at ROBILLARD RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 23,43.52241,-79.638986,2025/09/01,-79.638986,43.52241
183,248,TRUSCOTT DR at DELANEY DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 23,43.524521,-79.63705,2025/09/01,-79.63705,43.524521
184,249,TRUSCOTT DR at CLARKSON RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 23,43.525903,-79.635893,2025/09/01,-79.6358929999999,43.525903
185,250,TRUSCOTT DR at MAZO CRES,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.527365,-79.63388,2025/09/01,-79.63388,43.527365
186,251,TRUSCOTT DR at CHASEHURST DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.531307,-79.627715,2025/09/01,-79.627715,43.531307
187,252,TRUSCOTT DR at LORNE PARK RD,1,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.532186,-79.62517,2025/09/01,-79.62517,43.5321860000001
188,253,LORNE PARK RD at LINDBURGH CRT,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.533118,-79.624122,2025/09/01,-79.6241219999999,43.5331180000001
189,254,LORNE PARK RD at ROYAL OAKS RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.535114,-79.626799,2025/09/01,-79.6267989999999,43.5351140000001
190,255,LORNE PARK RD at INDIAN RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.536212,-79.628284,2025/09/01,-79.6282839999999,43.536212
191,256,INDIAN RD at NARVA RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.537191,-79.625799,2025/09/01,-79.625799,43.5371910000001
192,257,INDIAN RD at BIRCHVIEW DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.538611,-79.621917,2025/09/01,-79.6219169999999,43.5386110000001
193,258,INDIAN RD at CALDWELL AVE,0,1,1,0,0,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.540154,-79.617711,2025/09/01,-79.617711,43.540154
194,259,INDIAN RD at TECUMSEH PARK DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.541567,-79.613866,2025/09/01,-79.613866,43.541567
195,260,INDIAN RD at WOODEDEN DR,0,1,1,0,0,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.54259,-79.611404,2025/09/01,-79.6114039999999,43.5425900000001
196,261,INDIAN RD at INDIAN GROVE,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.5471,-79.606388,2025/09/01,-79.606388,43.5471000000001
197,262,INDIAN RD at KANE RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.5508,-79.602402,2025/09/01,-79.602402,43.5508
198,263,MISSISSAUGA RD south of INDIAN RD,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.550638,-79.597973,2025/09/01,-79.597973,43.550638
199,264,MISSISSAUGA RD at PARK ST,0,1,1,0,1,14,PORT CREDIT,TRAFFIC ZONE 41,43.549249,-79.591915,2025/09/01,-79.591915,43.549249
200,266,LAKESHORE RD at JOHNSONS LANE,1,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.522532,-79.617606,2025/09/01,-79.617606,43.5225320000001
201,267,LAKESHORE RD at JOHN ST,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 41,43.54958,-79.58807,2025/09/01,-79.58807,43.54958
202,268,LAKESHORE RD at MISSISSAUGA RD,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 41,43.548275,-79.589586,2025/09/01,-79.5895859999999,43.548275
203,269,LAKESHORE RD at BENSON AVE,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 41,43.54465,-79.593594,2025/09/01,-79.5935939999999,43.54465
204,270,LAKESHORE RD at MAPLE AVE,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 41,43.543184,-79.595163,2025/09/01,-79.595163,43.543184
205,272,LAKESHORE RD at SHAWNMARR RD,1,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 41,43.540706,-79.597907,2025/09/01,-79.597907,43.540706
206,273,TOMKEN RD at TOMKEN STATION,1,1,1,0,1,51/302,RATHWOOD,TRAFFIC ZONE 81,43.622433,-79.624093,2025/09/01,-79.624093,43.6224330000001
207,275,LAKESHORE RD at LORNE PARK RD,1,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 41,43.532166,-79.607176,2025/09/01,-79.607176,43.5321660000001
208,276,LAKESHORE RD at FESTAVON CRT,0,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.526779,-79.612881,2025/09/01,-79.612881,43.526779
209,278,LAKESHORE RD at SILVER BIRCH TRAIL,1,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.524335,-79.615548,2025/09/01,-79.615548,43.5243350000001
210,279,LAKESHORE RD at MEADOW WOOD RD,0,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.519475,-79.620955,2025/09/01,-79.620955,43.5194750000001
211,280,LAKESHORE RD at CLARKSON RD,0,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.517493,-79.623103,2025/09/01,-79.6231029999999,43.5174930000001
212,281,LAKESHORE RD west of CLARKSON RD,0,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.5152,-79.625593,2025/09/01,-79.625593,43.5152
213,282,LAKESHORE RD at WALDEN CIR,1,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.513859,-79.627133,2025/09/01,-79.627133,43.513859
214,283,SOUTHDOWN RD at HARTLAND DR,1,1,1,0,1,13/14/45/110,CLARKSON - LORNE PARK,TRAFFIC ZONE 23,43.514634,-79.634498,2025/09/01,-79.634498,43.514634
215,284,INVERHOUSE DR at CARRERA CRT,0,1,1,0,1,29,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.508632,-79.620744,2025/09/01,-79.620744,43.508632
216,285,INVERHOUSE DR south of BONNYMEDE DR,0,1,1,0,1,29,CLARKSON - LORNE PARK,TRAFFIC ZONE 40,43.510423,-79.623672,2025/09/01,-79.6236719999999,43.5104230000001
217,286,SOUTHDOWN RD south of LUSHES AVE,0,1,1,0,1,14/29,SOUTHDOWN,TRAFFIC ZONE 39,43.508973,-79.627404,2025/09/01,-79.627404,43.508973
218,287,SOUTHDOWN RD south of ROYAL WINDSOR DR,0,1,1,0,1,14/29,SOUTHDOWN,TRAFFIC ZONE 39,43.510265,-79.629243,2025/09/01,-79.629243,43.5102650000001
219,288,SOUTHDOWN RD at SOUTH SHERIDAN WAY,1,1,1,0,1,13/29/45,CLARKSON - LORNE PARK,TRAFFIC ZONE 45,43.522182,-79.644787,2025/09/01,-79.644787,43.522182
220,289,INDIAN RD at CERMEL DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.543336,-79.610508,2025/09/01,-79.610508,43.5433360000001
221,290,INDIAN RD at CERMEL DR,0,1,1,0,1,14,CLARKSON - LORNE PARK,TRAFFIC ZONE 46,43.543614,-79.610477,2025/09/01,-79.6104769999999,43.543614
222,291,LAKESHORE RD at BALBOA DR,0,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 41,43.53899,-79.599704,2025/09/01,-79.599704,43.5389900000001
223,292,LAKESHORE RD at IBAR WAY,0,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 41,43.536473,-79.602422,2025/09/01,-79.602422,43.5364730000001
224,294,SORRENTO DR at TRUDEAU AVE,0,1,1,0,1,7,HURONTARIO,,43.607971,-79.649137,2025/09/01,-79.6491369999999,43.6079710000001
225,295,LAKESHORE RD at IBAR WAY,0,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 41,43.536471,-79.602089,2025/09/01,-79.602089,43.5364710000001
226,296,LAKESHORE RD at BALBOA DR,0,1,1,0,1,23,CLARKSON - LORNE PARK,TRAFFIC ZONE 41,43.538488,-79.599901,2025/09/01,-79.599901,43.538488
227,298,ERIN MILLS PKY at MCFARREN BLVD,1,1,1,0,1,48,CENTRAL ERIN MILLS,TRAFFIC ZONE 3,43.567691,-79.718375,2025/09/01,-79.718375,43.567691
228,299,ERIN MILLS PKY at BANFIELD RD,1,1,1,0,1,9/48,CENTRAL ERIN MILLS,TRAFFIC ZONE 2,43.567362,-79.718717,2025/09/01,-79.718717,43.5673620000001
229,302,ELIZABETH ST at LAKESHORE RD,1,1,1,0,1,14/23,PORT CREDIT,TRAFFIC ZONE 42,43.553118,-79.584384,2025/09/01,-79.5843839999999,43.553118
230,303,FRONT ST at JOHN ST,0,1,1,0,1,14,PORT CREDIT,TRAFFIC ZONE 41,43.550597,-79.588581,2025/09/01,-79.588581,43.550597
231,304,HURONTARIO ST north of MINEOLA RD,0,1,1,0,1,2,MINEOLA,TRAFFIC ZONE 48,43.563214,-79.59263,2025/09/01,-79.59263,43.5632140000001
232,305,HURONTARIO ST south of INDIAN VALLEY TRAIL,0,1,1,0,1,2,MINEOLA,TRAFFIC ZONE 47,43.562732,-79.592257,2025/09/01,-79.592257,43.562732
233,306,FRONT ST at PARK ST,0,1,1,0,1,14,PORT CREDIT,TRAFFIC ZONE 41,43.550804,-79.590284,2025/09/01,-79.5902839999999,43.550804
234,307,TRANMERE DR at 7875 TRANMERE DR,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 106,43.680102,-79.67229,2025/09/01,-79.67229,43.680102
235,308,TRANMERE DR west of TELFORD WAY,0,1,1,0,1,15,NORTHEAST 2,TRAFFIC ZONE 106,43.680652,-79.673109,2025/09/01,-79.6731089999999,43.6806520000001
236,309,DIXIE RD south of MID-WAY BLVD,0,1,1,0,1,5,NORTHEAST 1,TRAFFIC ZONE 105,43.666368,-79.662707,2025/09/01,-79.662707,43.666368
237,310,BLOOR ST at GREEN LANES,1,1,1,1,1,26,SOUTH ETOBICOKE,TRAFFIC ZONE 22,43.644202,-79.526089,2025/09/01,-79.526089,43.6442020000001
238,311,ELIZABETH ST at HIGH ST,1,1,1,0,1,2/8/14/23,PORT CREDIT,TRAFFIC ZONE 42,43.553762,-79.585508,2025/09/01,-79.5855079999999,43.5537620000001
239,313,ERIN CENTRE BLVD at JOHN FRASER SECONDARY SCHOOL,1,1,1,0,1,13/46/49,CENTRAL ERIN MILLS,TRAFFIC ZONE 1,43.559761,-79.715411,2025/09/01,-79.715411,43.559761
240,314,PORT CREDIT GO STATION PLATFORM 7,0,1,1,0,1,14/23,PORT CREDIT,TRAFFIC ZONE 42,43.555443,-79.587499,2025/09/01,-79.587499,43.555443
241,320,WINSTON CHURCHILL BLVD at NORTH SHERIDAN WAY,0,1,1,0,1,45,SHERIDAN,TRAFFIC ZONE 33,43.513313,-79.66842,2025/09/01,-79.66842,43.513313
242,322,EGLINTON AVE at ALBINA WAY,1,1,1,1,1,7/35,HURONTARIO,TRAFFIC ZONE 87,43.610992,-79.648073,2025/09/01,-79.648073,43.6109920000001
243,323,LAKESHORE RD at ST LAWRENCE DR,1,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 42,43.555048,-79.581801,2025/09/01,-79.581801,43.555048
244,324,HURONTARIO ST at INGLEWOOD DR,1,1,1,0,1,2/8,MINEOLA,TRAFFIC ZONE 48,43.55943,-79.587307,2025/09/01,-79.587307,43.5594300000001
245,325,LAKESHORE RD at STAVEBANK RD,0,1,1,0,1,14/23,PORT CREDIT,TRAFFIC ZONE 42,43.551913,-79.585254,2025/09/01,-79.585254,43.5519130000001
246,326,LAKESHORE RD east of ELIZABETH ST,1,1,1,0,1,2/8/14/23,PORT CREDIT,TRAFFIC ZONE 42,43.553361,-79.583661,2025/09/01,-79.5836609999999,43.553361
247,327,DERRY RD at TORBRAM RD,1,1,1,0,1,18/42,NORTHEAST 2,TRAFFIC ZONE 107,43.693887,-79.653779,2025/09/01,-79.653779,43.6938870000001
248,328,DERRY RD at BRAMALEA RD,1,1,1,0,1,18/42,AIRPORT,TRAFFIC ZONE 107,43.685479,-79.663124,2025/09/01,-79.663124,43.685479
249,329,HURONTARIO ST at PINETREE WAY,1,1,1,0,1,2,MINEOLA,TRAFFIC ZONE 47,43.566983,-79.598176,2025/09/01,-79.598176,43.566983
250,330,HURONTARIO ST at HAMPSHIRE CRES,0,1,1,0,1,2,MINEOLA,TRAFFIC ZONE 48,43.565522,-79.595808,2025/09/01,-79.595808,43.565522
251,331,HURONTARIO ST at INDIAN VALLEY TRAIL,0,1,1,0,1,2,MINEOLA,TRAFFIC ZONE 47,43.564509,-79.594729,2025/09/01,-79.594729,43.564509
252,332,HURONTARIO ST at PINEWOOD TRAIL,1,1,1,0,1,2,MINEOLA,TRAFFIC ZONE 48,43.564478,-79.594408,2025/09/01,-79.594408,43.5644780000001
253,333,HURONTARIO ST at MINEOLA RD,0,1,1,0,1,2,MINEOLA,TRAFFIC ZONE 47,43.561387,-79.590493,2025/09/01,-79.590493,43.561387
254,334,HURONTARIO ST at MINEOLA RD,1,1,1,0,1,2/8,MINEOLA,TRAFFIC ZONE 48,43.561618,-79.590277,2025/09/01,-79.590277,43.5616180000001
255,335,HURONTARIO ST at INGLEWOOD DR,1,1,1,0,1,2/8,MINEOLA,TRAFFIC ZONE 47,43.559334,-79.587557,2025/09/01,-79.5875569999999,43.559334
256,336,HURONTARIO ST at PARK ST,1,1,1,0,1,2/8,PORT CREDIT,TRAFFIC ZONE 42,43.556737,-79.583606,2025/09/01,-79.583606,43.5567370000001
257,337,HURONTARIO ST at PARK ST,0,1,1,0,1,2/8,PORT CREDIT,TRAFFIC ZONE 42,43.556475,-79.583575,2025/09/01,-79.5835749999999,43.556475
258,338,WINSTON CHURCHILL BLVD at UPPER MIDDLE RD,0,1,1,0,1,45,SHERIDAN,Halton Region-Oakville TZ 2033,43.513486,-79.669241,2025/09/01,-79.6692409999999,43.5134860000001
259,339,HURONTARIO ST at LAKESHORE RD,0,1,1,0,1,2/8,PORT CREDIT,TRAFFIC ZONE 42,43.555422,-79.582139,2025/09/01,-79.582139,43.5554220000001
260,340,EGLINTON AVE at FORUM DR,1,1,1,1,1,7/35,HURONTARIO,TRAFFIC ZONE 90,43.611584,-79.647849,2025/09/01,-79.647849,43.6115840000001
261,341,ANN ST at PARK ST,0,1,1,0,1,2/8/14/23,PORT CREDIT,TRAFFIC ZONE 42,43.556118,-79.584537,2025/09/01,-79.584537,43.556118
262,342,PORT CREDIT GO STATION PLATFORM 6,1,1,1,0,1,8,PORT CREDIT,TRAFFIC ZONE 42,43.555514,-79.587411,2025/09/01,-79.587411,43.5555140000001
263,344,PORT CREDIT GO STATION PLATFORM 5,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 42,43.555683,-79.587259,2025/09/01,-79.587259,43.555683
264,345,ELIZABETH ST at PARK ST,1,1,1,0,1,2/8/14/23,PORT CREDIT,TRAFFIC ZONE 42,43.554398,-79.586719,2025/09/01,-79.586719,43.554398
265,346,WINSTON CHURCHILL BLVD at AQUITAINE AVE,0,1,1,1,1,10/45/313,MEADOWVALE,TRAFFIC ZONE 38,43.582313,-79.763237,2025/09/01,-79.7632369999999,43.582313
266,348,PORT CREDIT GO STATION PLATFORM 8,0,1,1,0,1,2,PORT CREDIT,TRAFFIC ZONE 42,43.555319,-79.587626,2025/09/01,-79.5876259999999,43.5553190000001
267,349,BURNHAMTHORPE RD east of GLEN ERIN DR,0,1,1,0,1,13/29,ERIN MILLS,TRAFFIC ZONE 213,43.543465,-79.689305,2025/09/01,-79.6893049999999,43.543465
268,350,BURNHAMTHORPE RD at SOUTH COMMON CRT,0,1,1,0,1,13/29,ERIN MILLS,TRAFFIC ZONE 213,43.544066,-79.687509,2025/09/01,-79.687509,43.544066
269,351,MEADOWVALE BLVD at MISSISSAUGA RD,1,1,1,0,1,108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.611933,-79.75548,2025/09/01,-79.75548,43.6119330000001
270,352,BATTLEFORD RD at EDENWOOD DR,1,1,1,0,1,10/313,MEADOWVALE,TRAFFIC ZONE 38,43.578269,-79.75979,2025/09/01,-79.75979,43.578269
271,353,LAKESHORE RD at ELMWOOD AVE,1,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 42,43.557031,-79.579737,2025/09/01,-79.579737,43.557031
272,354,LAKESHORE RD at CUMBERLAND DR,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 42,43.558745,-79.577876,2025/09/01,-79.5778759999999,43.558745
273,355,LAKESHORE RD at HIAWATHA PKY,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 42,43.560452,-79.57609,2025/09/01,-79.57609,43.560452
274,356,LAKESHORE RD at WENONAH DR,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 42,43.562043,-79.574406,2025/09/01,-79.574406,43.5620430000001
275,357,LAKESHORE RD at SHAW DR,1,1,1,0,1,23,LAKEVIEW,TRAFFIC ZONE 42,43.563988,-79.572292,2025/09/01,-79.5722919999999,43.563988
276,358,LAKESHORE RD at SHAW DR,0,1,1,0,1,23,LAKEVIEW,TRAFFIC ZONE 42,43.564462,-79.572188,2025/09/01,-79.572188,43.564462
277,359,LAKESHORE RD at WENONAH DR,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 42,43.562322,-79.574424,2025/09/01,-79.574424,43.562322
278,360,LAKESHORE RD at MOHAWK AVE,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 42,43.560776,-79.57607,2025/09/01,-79.57607,43.560776
279,361,LAKESHORE RD at CUMBERLAND DR,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 42,43.559042,-79.577857,2025/09/01,-79.5778569999999,43.559042
280,362,LAKESHORE RD at WOODLAWN AVE,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 42,43.557976,-79.578972,2025/09/01,-79.578972,43.5579760000001
281,363,LAKESHORE RD at HURONTARIO ST,0,1,1,0,1,23,PORT CREDIT,TRAFFIC ZONE 42,43.555107,-79.582134,2025/09/01,-79.5821339999999,43.5551070000001
282,364,CITY CENTRE TRANSIT TERMINAL PLATFORM H,0,1,1,0,1,6,CITY CENTRE,TRAFFIC ZONE 79,43.593666,-79.646318,2025/09/01,-79.646318,43.593666
283,365,CAWTHRA RD at SOUTH SERVICE RD,1,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.580447,-79.580945,2025/09/01,-79.580945,43.580447
284,366,CAWTHRA RD at ARBOR RD,1,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.577037,-79.576789,2025/09/01,-79.576789,43.5770370000001
285,367,ATWATER AVE west of CAWTHRA RD,1,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.574386,-79.57362,2025/09/01,-79.5736199999999,43.5743860000001
286,368,ATWATER AVE at DELWOOD PL,0,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.572956,-79.575139,2025/09/01,-79.575139,43.572956
287,369,ATWATER AVE at CLAREDALE RD,0,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.570142,-79.577695,2025/09/01,-79.577695,43.570142
288,370,ATWATER AVE at CANTERBURY RD,0,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.569377,-79.578456,2025/09/01,-79.578456,43.569377
289,371,ATWATER AVE at MINEOLA GDNS,0,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.567922,-79.580199,2025/09/01,-79.5801989999999,43.5679220000001
290,372,MINEOLA RD at LOCHLIN TRAIL,0,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.567694,-79.584291,2025/09/01,-79.584291,43.5676940000001
291,373,MINEOLA RD at BROADMOOR AVE,0,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.566903,-79.585164,2025/09/01,-79.585164,43.566903
292,374,MINEOLA RD at CROSSFIELD BEND,0,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.564744,-79.58748,2025/09/01,-79.58748,43.5647440000001
293,375,MINEOLA RD at WILSON AVE,0,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.563385,-79.588973,2025/09/01,-79.588973,43.563385
294,376,MINEOLA RD at HURONTARIO ST,0,1,1,0,1,8,MINEOLA,TRAFFIC ZONE 48,43.562008,-79.590466,2025/09/01,-79.5904659999999,43.5620080000001
295,377,LAKESHORE RD at STAVEBANK RD,0,1,1,0,1,14/23,PORT CREDIT,TRAFFIC ZONE 42,43.552351,-79.585034,2025/09/01,-79.585034,43.552351
