FID,NODE_ID,INT_DESC,INT_TYPE,ELEVATION,STATUS,OWNER,UTM_X,UTM_Y,CRTDT_GIS,UPDDT_GIS,x,y
155,348494,UNNAMED URES,ROAD,CONN,OPEN,MISS,609833.63,4818163.32,11/8/2001 12:16:50 PM,11/13/2007 3:13:40 PM,-8865622.08725572,5389667.89705161
156,349267,BONNYMEDE DR/SOUTHDOWN RD,ROAD,CONN,OPEN,MISS,611040.42,4818178.87,11/8/2001 12:16:53 PM,,-8863960.28377029,5389662.00314339
157,370871,COUNTRY CLUB CRES/WATERSEDGE RD,ROAD,CONN,OPEN,MISS,612912.72,4818186.21,11/27/2002 10:15:18 AM,11/27/2002 12:04:23 PM,-8861382.43379952,5389629.08046482
158,347516,LOCKHART RD/SANDGATE CRES,ROAD,CONN,OPEN,MISS,608486.78,4818188.22,11/8/2001 12:16:47 PM,,-8867475.82928003,5389732.50588956
159,348069,CONSTABLE RD/TREDMORE DR,ROAD,CONN,OPEN,MISS,609189.79,4818199.75,11/8/2001 12:16:49 PM,,-8866507.69553476,5389732.70764911
160,348436,BROMSGROVE RD/SEAGULL DR/UNNAMED URES,ROAD,CONN,OPEN,MISS,609752.15,4818210.22,11/8/2001 12:16:50 PM,11/13/2007 9:51:57 AM,-8865733.21224736,5389734.53405386
161,347729,CHALKWELL CLOSE/UNNAMED UEDU,RDEND,CONN,OPEN,MISS,608788.54,4818214.01,11/8/2001 12:16:48 PM,,-8867059.80073732,5389761.39638148
162,377760,UNNAMED URES,RDEND,CONN,OPEN,MISS,609859.03,4818221.17,4/3/2003 2:48:36 PM,10/31/2007 11:35:32 AM,-8865585.81790647,5389747.25508575
163,349309,BONNYMEDE DR/EMBASSY AVE,ROAD,CONN,OPEN,MISS,611090.09,4818228.89,11/8/2001 12:16:53 PM,,-8863890.75336433,5389729.98070149
164,349656,ORR RD,RAIL,CONN,OPEN,MISS,611630.69,4818236.05,11/8/2001 12:16:55 PM,,-8863146.31602469,5389727.51205477
165,348523,BROMSGROVE RD,ROAD,CONN,OPEN,MISS,609865.51,4818240.22,11/8/2001 12:16:50 PM,11/14/2007 2:52:03 PM,-8865576.4666542,5389773.42661572
166,349552,CARRERA CRT/CARRERA LANE/INVERHOUSE DR,ROAD,CONN,OPEN,MISS,611464.86,4818240.34,11/8/2001 12:16:54 PM,,-8863374.53032365,5389737.23651343
167,348536,BROMSGROVE RD/UNNAMED URES,ROAD,CONN,OPEN,MISS,609877.23,4818241.91,11/8/2001 12:16:51 PM,,-8865560.29276189,5389775.4998556
168,347776,CHALKWELL CLOSE/KARENZA RD,ROAD,CONN,OPEN,MISS,608862.12,4818245.86,11/8/2001 12:16:48 PM,,-8866957.79000006,5389803.75897492
169,347555,SANDGATE CRES/VEY RD,ROAD,CONN,OPEN,MISS,608538.43,4818254.68,11/8/2001 12:16:47 PM,,-8867403.25579901,5389823.1735567
170,348409,SEAGULL DR/UNNAMED URES,ROAD,CONN,OPEN,MISS,609723.51,4818254.82,11/8/2001 12:16:50 PM,4/3/2003 2:52:47 PM,-8865771.63433899,5389796.80568204
171,348986,ROYAL WINDSOR DR/UNNAMED UCOM,SIGNAL,CONN,OPEN,MISS,610579,4818265.2,11/8/2001 12:16:52 PM,,-8864593.58807822,5389791.78098132
172,348004,SANDGATE CRES/TRUSCOTT DR,ROAD,CONN,OPEN,MISS,609116.02,4818266.46,11/8/2001 12:16:49 PM,,-8866607.77160809,5389826.53818625
173,350390,APPLE LANE/COUNTRY CLUB CRES,ROAD,CONN,OPEN,MISS,612765.69,4818267.24,11/8/2001 12:16:58 PM,,-8861582.98623919,5389744.44020364
174,348107,CONSTABLE RD/KELLY RD,ROAD,CONN,OPEN,MISS,609255.9,4818279.99,11/8/2001 12:16:49 PM,,-8866414.88082817,5389842.09463115
175,348427,UNNAMED URES,ROAD,CONN,OPEN,MISS,609743.76,4818282.76,11/8/2001 12:16:50 PM,4/3/2003 2:53:07 PM,-8865743.13935284,5389834.94485059
176,348970,UNNAMED UCOM,ROAD,CONN,OPEN,MISS,610558.96,4818284.28,11/8/2001 12:16:52 PM,,-8864620.74258162,5389818.60643276
177,348528,UNNAMED URES,ROAD,CONN,OPEN,MISS,609871.32,4818286.15,11/8/2001 12:16:50 PM,4/3/2003 2:53:42 PM,-8865567.43185363,5389836.75246794
178,348920,UNNAMED UCOM,ROAD,CONN,OPEN,MISS,610479.88,4818289.93,11/8/2001 12:16:52 PM,,-8864729.49334515,5389828.20691593
179,347514,BENEDET DR/VEY RD,ALLWAY,CONN,OPEN,MISS,608479.84,4818299.83,11/8/2001 12:16:47 PM,,-8867482.91673805,5389886.86794997
180,348367,BROOKHURST RD/SEAGULL DR,ALLWAY,CONN,OPEN,MISS,609666.01,4818311.78,11/8/2001 12:16:50 PM,,-8865849.52618268,5389876.79863145
181,349578,CARRERA CRT,RDEND,CONN,OPEN,MISS,611519.74,4818318.71,11/8/2001 12:16:55 PM,7/11/2006 3:11:58 PM,-8863297.18195179,5389844.25524878
182,349508,BONNYMEDE DR/INVERHOUSE DR,ROAD,CONN,OPEN,MISS,611387.19,4818319.37,11/8/2001 12:16:54 PM,,-8863479.65315409,5389848.20606454
183,404105,UNNAMED UCOM,RDEND,CONN,OPEN,MISS,610830.82,4818326.61,4/2/2004 9:12:54 AM,4/2/2004 9:13:19 AM,-8864245.48851206,5389870.91141962
184,348946,UNNAMED UCOM,ROAD,CONN,OPEN,MISS,610511.89,4818330.11,11/8/2001 12:16:52 PM,,-8864684.51908321,5389882.99712965
185,347947,CHALKWELL CLOSE/SANDGATE CRES,ROAD,CONN,OPEN,MISS,609049.44,4818335.85,11/8/2001 12:16:49 PM,,-8866697.87703467,5389923.90056783
186,348050,KELLY RD/TRUSCOTT DR,SIGNAL,CONN,OPEN,MISS,609171.55,4818344.2,11/8/2001 12:16:49 PM,,-8866529.57555098,5389932.70476334
187,350281,APPLE LANE/UNNAMED UREC,RDEND,CONN,OPEN,MISS,612611.22,4818344.73,11/8/2001 12:16:57 PM,11/27/2002 2:44:14 PM,-8861793.86856183,5389855.07403045
188,349717,FLETCHER VALLEY CRES/ORR RD,ROAD,CONN,OPEN,MISS,611719.2,4818351.61,11/8/2001 12:16:55 PM,,-8863021.81369716,5389885.14225343
189,349152,LUSHES AVE/SOUTHDOWN RD/UNNAMED UCOM,SIGNAL,CONN,OPEN,MISS,610859.31,4818361.43,11/8/2001 12:16:53 PM,,-8864205.48482505,5389918.36566745
190,347700,KARENZA RD/LUNDIGAN DR,ROAD,CONN,OPEN,MISS,608745.76,4818368.21,11/8/2001 12:16:48 PM,,-8867115.27088057,5389975.41574602
191,348470,UNNAMED URES,ROAD,CONN,OPEN,MISS,609806.25,4818368.81,11/8/2001 12:16:50 PM,4/3/2003 2:54:50 PM,-8865655.16395112,5389952.4398662
192,348963,UNNAMED UCOM,ROAD,CONN,OPEN,MISS,610546.61,4818369.25,11/8/2001 12:16:52 PM,,-8864635.8313549,5389936.27918298
193,348907,UNNAMED UCOM,ROAD,CONN,OPEN,MISS,610464.94,4818376.34,11/8/2001 12:16:52 PM,,-8864748.10719793,5389947.929254
194,703591,COUNTRY CLUB CRES,ROAD,CONN,OPEN,MISS,612804.7,4818377.71,7/10/2006 10:39:31 AM,,-8861526.72969571,5389896.15975464
195,350421,COUNTRY CLUB CRES/MEADOW WOOD RD,ROAD,CONN,OPEN,MISS,612818.66,4818391.57,11/8/2001 12:16:58 PM,,-8861507.18961337,5389914.99842528
196,703599,COUNTRY CLUB CRES/COUNTRY CLUB CRES,ROAD,CONN,OPEN,MISS,612832.34,4818405.07,7/11/2006 1:01:20 PM,,-8861488.04090477,5389933.32264883
197,347895,LUNDIGAN DR/SANDGATE CRES,ROAD,CONN,OPEN,MISS,608983.51,4818414.07,11/8/2001 12:16:48 PM,11/13/2007 3:10:44 PM,-8866786.9101496,5390033.45895721
198,347581,BENEDET DR/BIRCH CRES,ROAD,CONN,OPEN,MISS,608574.41,4818423.5,11/8/2001 12:16:47 PM,,-8867349.96224771,5390055.63251625
199,347652,KARENZA RD/SANDGATE CRES,ALLWAY,CONN,OPEN,MISS,608669.45,4818426.61,11/8/2001 12:16:48 PM,11/13/2007 3:10:24 PM,-8867219.03657502,5390057.80729073
200,349391,BONNYMEDE DR/INVERHOUSE DR,ALLWAY,CONN,OPEN,MISS,611220.03,4818432.68,11/8/2001 12:16:54 PM,,-8863707.22665468,5390008.58843338
201,348520,UNNAMED URES,ROAD,CONN,OPEN,MISS,609859.29,4818433.85,11/8/2001 12:16:50 PM,4/3/2003 2:55:48 PM,-8865580.67706989,5390041.09587707
202,377762,UNNAMED URES,RDEND,CONN,OPEN,MISS,609837.88,4818453.87,4/3/2003 2:56:19 PM,,-8865609.70993679,5390069.24907739
203,349361,INVERHOUSE DR,WATER,BYPASS,OPEN,MISS,611172.73,4818467.51,11/8/2001 12:16:54 PM,11/26/2007 11:28:12 AM,-8863771.55133389,5390057.78753996
204,348584,WISEMAN CRT,RDEND,CONN,OPEN,MISS,609939.59,4818467.94,11/8/2001 12:16:51 PM,,-8865469.35681196,5390086.3906353
205,350517,WATERSEDGE RD/WATERSEDGE RD,ROAD,CONN,OPEN,MISS,612959.52,4818471.57,11/8/2001 12:16:58 PM,,-8861311.40010383,5390022.25785174
206,349075,LAKESHORE RD W/ROYAL WINDSOR DR/SOUTHDOWN RD,SIGNAL,CONN,OPEN,MISS,610741.08,4818479.54,11/8/2001 12:16:53 PM,,-8864365.57450696,5390084.24211255
207,348198,BOSTOCK CRES/SEAGULL DR,ROAD,CONN,OPEN,MISS,609411.85,4818487.34,11/8/2001 12:16:49 PM,,-8866195.52581154,5390125.09137286
208,349222,LUSHES AVE,RDEND,CONN,OPEN,MISS,610981.91,4818489.64,11/8/2001 12:16:53 PM,11/27/2002 12:36:48 PM,-8864033.77733103,5390092.71361371
209,347623,BENEDET DR/POPLAR CRES,ALLWAY,CONN,OPEN,MISS,608629.49,4818494.98,11/8/2001 12:16:48 PM,,-8867272.53002615,5390153.16714611
210,349690,FLETCHER VALLEY CRES,RDEND,CONN,OPEN,MISS,611683.49,4818503.99,11/8/2001 12:16:55 PM,7/11/2006 3:02:19 PM,-8863067.49877578,5390096.50182039
211,349342,INVERHOUSE DR/UNNAMED URES,ROAD,CONN,OPEN,MISS,611134.75,4818508.72,11/8/2001 12:16:54 PM,11/13/2007 8:51:42 AM,-8863822.90501061,5390115.59453895
212,348597,NIGEL RD/WISEMAN CRT,ROAD,CONN,OPEN,MISS,609957.62,4818510.8,11/8/2001 12:16:51 PM,,-8865443.55684576,5390145.2032021
213,370910,COUNTRY CLUB CRES/COUNTRY CLUB CRES,ROAD,CONN,OPEN,MISS,612869.26,4818516.95,11/27/2002 2:55:32 PM,,-8861434.61813544,5390087.05080277
214,370899,LUSHES AVE,RDEND,CONN,OPEN,MISS,611011.52,4818517.45,11/27/2002 12:32:38 PM,11/27/2002 12:36:29 PM,-8863992.37072833,5390130.47164506
215,349790,CLARKSON RD S/ORR RD,ROAD,CONN,OPEN,MISS,611849.66,4818520.41,11/8/2001 12:16:55 PM,,-8862838.33800832,5390115.37082344
216,370885,BOB-O-LINK RD/COUNTRY CLUB CRES/WATERSEDGE RD,ROAD,CONN,OPEN,MISS,612908.96,4818520.77,11/27/2002 12:13:10 PM,,-8861379.8831664,5390091.40828917
217,348404,CANVEY CRES/DAIMLER RD,ROAD,CONN,OPEN,MISS,609708.5,4818528.09,11/8/2001 12:16:50 PM,,-8865786.16249958,5390174.71594157
218,370882,WATERSEDGE RD/WATERSEDGE RD,ROAD,CONN,OPEN,MISS,612947.11,4818530.09,11/27/2002 12:12:03 PM,,-8861327.1301702,5390103.40441196
219,348479,BROOKHURST RD/NIGEL RD,ROAD,CONN,OPEN,MISS,609817.97,4818532.29,11/8/2001 12:16:50 PM,,-8865635.35527561,5390178.05062139
220,348148,SEAGULL DR/TRUSCOTT DR,SIGNAL,CONN,OPEN,MISS,609322.76,4818543.96,11/8/2001 12:16:49 PM,,-8866316.91929943,5390205.32617882
221,347908,BONNER RD/PADSTOW CRES,ROAD,CONN,OPEN,MISS,609015.37,4818556.89,11/8/2001 12:16:48 PM,,-8866739.85849022,5390230.08102484
222,349316,INVERHOUSE DR/UNNAMED URES,ROAD,CONN,OPEN,MISS,611101.86,4818565.22,11/8/2001 12:16:54 PM,11/13/2007 3:05:58 PM,-8863866.90348623,5390194.41178851
223,349757,ANGELA CRES/CLARKSON RD S,ROAD,CONN,OPEN,MISS,611791.94,4818574.19,11/8/2001 12:16:55 PM,,-8862916.58229085,5390191.01173268
224,349622,DALEY CRT,RDEND,CONN,OPEN,MISS,611583.59,4818575.95,11/8/2001 12:16:55 PM,7/11/2006 3:06:33 PM,-8863203.39596556,5390198.210553
225,348244,BOSTOCK CRES/CANVEY CRES,ROAD,CONN,OPEN,MISS,609473.14,4818576.87,11/8/2001 12:16:50 PM,,-8866109.12495467,5390247.41456785
226,350433,BOB-O-LINK RD/COUNTRY CLUB CRES,ROAD,CONN,OPEN,MISS,612830.73,4818582.29,11/8/2001 12:16:58 PM,,-8861486.16666413,5390178.22530073
227,349662,DRY PINE GATE/FLETCHER VALLEY CRES,ROAD,CONN,OPEN,MISS,611644.93,4818582.58,11/8/2001 12:16:55 PM,,-8863118.79384504,5390205.96886456
228,349307,INVERHOUSE DR/LUSHES AVE,ROAD,CONN,OPEN,MISS,611085.59,4818592.22,11/8/2001 12:16:53 PM,,-8863888.68495262,5390232.0907379
229,347824,PADSTOW CRES/YEOVIL RD,ROAD,CONN,OPEN,MISS,608919.74,4818593.57,11/8/2001 12:16:48 PM,,-8866870.7075347,5390282.90271743
230,348496,BOSTOCK CRES/BROOKHURST RD,ROAD,CONN,OPEN,MISS,609834.75,4818599.44,11/8/2001 12:16:50 PM,,-8865610.74195238,5390270.45484481
231,349644,DALEY CRT/FLETCHER VALLEY CRES,ROAD,CONN,OPEN,MISS,611618.51,4818605.19,11/8/2001 12:16:55 PM,,-8863154.65286003,5390237.82362218
232,348177,BODMIN RD/TRUSCOTT DR,SIGNAL,CONN,OPEN,MISS,609370.38,4818605.5,11/8/2001 12:16:49 PM,,-8866249.97328908,5390289.28117767
233,348624,BRAY CRT/WISEMAN CRT,ROAD,CONN,OPEN,MISS,609999.78,4818609.13,11/8/2001 12:16:51 PM,,-8865383.30066309,5390280.11681306
234,350380,BOB-O-LINK RD/OLD POPLAR ROW,ROAD,CONN,OPEN,MISS,612750.79,4818610.39,11/8/2001 12:16:58 PM,,-8861595.57243892,5390218.90756781
235,348578,BRAY CRT,RDEND,CONN,OPEN,MISS,609934.32,4818612.54,11/8/2001 12:16:51 PM,12/17/2002 3:35:25 PM,-8865473.35270576,5390286.3047644
236,349146,LAKESHORE RD W,WATER,BYPASS,OPEN,MISS,610847.72,4818616.12,11/8/2001 12:16:53 PM,,-8864215.64976176,5390270.53431713
237,348422,BOSTOCK CRES/CANVEY CRES,ROAD,CONN,OPEN,MISS,609741.55,4818620.39,11/8/2001 12:16:50 PM,,-8865738.58984624,5390301.49755165
238,702510,UNNAMED UCOM,ROAD,CONN,OPEN,MISS,610515.09,4818644.61,5/30/2006 2:59:04 PM,5/30/2006 3:03:27 PM,-8864672.99234975,5390317.46557825
239,349813,ANGELA CRES/PERSEDEN RD,ROAD,CONN,OPEN,MISS,611863.88,4818647.53,11/8/2001 12:16:55 PM,,-8862815.84716073,5390290.67977817
240,348980,SOUTHDOWN RD,WATER,BYPASS,OPEN,MISS,610571.15,4818649.09,11/8/2001 12:16:52 PM,,-8864595.69752674,5390322.3892726
241,349161,LAKESHORE RD W/WALDEN CIR,ROAD,CONN,OPEN,MISS,610873.8,4818649.48,11/8/2001 12:16:53 PM,,-8864178.99540758,5390316.03490945
242,348288,BOSTOCK CRES/DAIMLER RD,ROAD,CONN,OPEN,MISS,609534.97,4818657.93,11/8/2001 12:16:50 PM,,-8866022.18188553,5390358.0314677
243,349701,CLARKSON RD S/DRY PINE GATE,ROAD,CONN,OPEN,MISS,611701.74,4818663.52,11/8/2001 12:16:55 PM,,-8863038.7210369,5390316.50155071
244,377771,UNNAMED URES,RDEND,CONN,OPEN,MISS,611352.26,4818664.68,4/4/2003 9:10:01 AM,4/4/2003 9:10:27 AM,-8863519.87634566,5390326.11953839
245,702492,SOUTHDOWN RD/UNNAMED UCOM,SIGNAL,CONN,OPEN,MISS,610550.95,4818668.99,5/30/2006 1:01:26 PM,5/30/2006 2:57:30 PM,-8864623.07355731,5390350.33111467
246,348715,BROMSGROVE RD,WATER,BYPASS,OPEN,MISS,610132.65,4818671.77,11/8/2001 12:16:51 PM,,-8865198.93912576,5390363.66395878
247,348648,WISEMAN CRT,WATER,BYPASS,OPEN,MISS,610029.05,4818677.79,11/8/2001 12:16:51 PM,,-8865341.45346913,5390374.32678832
248,350126,BOB-O-LINK RD/MEADOW WOOD RD,ALLWAY,CONN,OPEN,MISS,612303.83,4818681.85,11/8/2001 12:16:57 PM,,-8862209.31253044,5390327.98117542
249,350120,MEADOW WOOD RD/ORR RD,ROAD,CONN,OPEN,MISS,612297.26,4818685.07,11/8/2001 12:16:57 PM,,-8862218.29259125,5390332.58343897
250,348500,BROOKHURST RD,WATER,BYPASS,OPEN,MISS,609840.37,4818687.64,11/8/2001 12:16:50 PM,,-8865601.01517454,5390392.18919684
251,350523,RATTRAY PARK DR/WATERSEDGE RD,ROAD,CONN,OPEN,MISS,612964.43,4818695.96,11/8/2001 12:16:58 PM,,-8861299.44910447,5390332.18952409
252,349664,CLARKSON RD S/MISSENDEN CRES,ROAD,CONN,OPEN,MISS,611645.69,4818718.05,11/8/2001 12:16:55 PM,,-8863114.64535723,5390393.13480021
253,348663,LEWISHAM DR/WISEMAN CRT,ROAD,CONN,OPEN,MISS,610051.17,4818729.17,11/8/2001 12:16:51 PM,,-8865309.83136315,5390444.81260523
254,373215,UNNAMED URES,RDEND,CONN,OPEN,MISS,610907.68,4818736.15,2/27/2003 9:40:57 AM,4/3/2003 12:37:16 PM,-8864130.37009805,5390435.01269952
255,349841,ANGELA CRES/WYLAN CRT,ROAD,CONN,OPEN,MISS,611904.85,4818743.6,11/8/2001 12:16:55 PM,,-8862757.23277236,5390422.48207091
256,350269,OLD SPAR CRT,RDEND,CONN,OPEN,MISS,612571.02,4818748.03,11/8/2001 12:16:57 PM,7/11/2006 1:17:18 PM,-8861839.91749365,5390413.24036619
257,348914,SOUTHDOWN RD,RAIL,BYPASS,OPEN,MISS,610472.67,4818748.83,11/8/2001 12:16:52 PM,,-8864729.03566304,5390462.43540363
258,348605,EPTON CRES/LEWISHAM DR,ROAD,CONN,OPEN,MISS,609968.47,4818751.32,11/8/2001 12:16:51 PM,11/13/2007 3:11:53 PM,-8865423.20710576,5390477.29357089
259,349205,INVERHOUSE DR/LAKESHORE RD W/WALDEN CIR,SIGNAL,CONN,OPEN,MISS,610953.92,4818752.9,11/8/2001 12:16:53 PM,,-8864066.33403078,5390457.1142925
260,347830,PADSTOW CRES/UNA RD,ROAD,CONN,OPEN,MISS,608922.17,4818754.71,11/8/2001 12:16:48 PM,,-8866863.76799877,5390505.51430252
261,349399,MATENA AVE,RDEND,CONN,OPEN,MISS,611238.58,4818757.45,11/8/2001 12:16:54 PM,7/11/2006 3:17:51 PM,-8863674.27977937,5390456.89337978
262,348505,BROOKHURST RD/LEWISHAM DR,ROAD,CONN,OPEN,MISS,609844.51,4818757.79,11/8/2001 12:16:50 PM,,-8865593.73990192,5390489.03159628
263,348047,BODMIN RD/BONNER RD,ROAD,CONN,OPEN,MISS,609168.54,4818758.68,11/8/2001 12:16:49 PM,,-8866524.45598963,5390505.47141682
264,377751,UNNAMED URES,RDEND,CONN,OPEN,MISS,610865.18,4818764.97,4/3/2003 12:35:36 PM,,-8864188.24371937,5390475.81020917
265,349809,WYLAN CRT,RDEND,CONN,OPEN,MISS,611862.5,4818779.86,11/8/2001 12:16:55 PM,7/11/2006 2:58:08 PM,-8862814.72317417,5390473.56615464
266,349623,CLARKSON RD S,WATER,BYPASS,OPEN,MISS,611580.97,4818781.94,11/8/2001 12:16:55 PM,,-8863202.30551129,5390482.90298758
267,377748,UNNAMED URES,ROAD,CONN,OPEN,MISS,610880.19,4818787.2,4/3/2003 12:34:04 PM,4/3/2003 12:35:00 PM,-8864167.06391094,5390506.18320215
268,349714,MISSENDEN CRES/PERSEDEN RD,ROAD,CONN,OPEN,MISS,611714.61,4818793.67,11/8/2001 12:16:55 PM,,-8863018.02824289,5390496.04090084
269,350317,OLD POPLAR ROW/OLD SPAR CRT,ROAD,CONN,OPEN,MISS,612643.95,4818797.47,11/8/2001 12:16:57 PM,,-8861738.36473882,5390479.86609396
270,347778,BENEDET DR/UNA RD,ALLWAY,CONN,OPEN,MISS,608863.24,4818799.84,11/8/2001 12:16:48 PM,,-8866943.89827118,5390569.18969208
271,349433,MATENA AVE/PATTINSON CRES,ROAD,CONN,OPEN,MISS,611272.55,4818800.81,11/8/2001 12:16:54 PM,,-8863626.52372804,5390516.03387716
272,350403,HALYARD CRT/RATTRAY PARK DR,ROAD,CONN,OPEN,MISS,612788.6,4818809.15,11/8/2001 12:16:58 PM,,-8861538.931746,5390492.66714717
273,373211,UNNAMED URES,ROAD,CONN,OPEN,MISS,610896.95,4818812.73,2/27/2003 9:39:24 AM,4/3/2003 12:34:17 PM,-8864143.40643806,5390541.07215595
274,349189,UNNAMED URES/WALDEN CIR,ROAD,CONN,OPEN,MISS,610909.9,4818813.85,11/8/2001 12:16:53 PM,11/14/2007 2:17:15 PM,-8864125.55437185,5390542.3316003
275,349885,ANGELA CRES/MISSENDEN CRES,ROAD,CONN,OPEN,MISS,611966.35,4818831.27,11/8/2001 12:16:56 PM,,-8862670.54881402,5390542.20826124
276,349581,CLARKSON RD S/SUNNINGDALE BEND,ROAD,CONN,OPEN,MISS,611530.47,4818832.11,11/8/2001 12:16:55 PM,,-8863270.68630096,5390553.38318224
277,348990,UNNAMED URES/WALDEN CIR,ROAD,CONN,OPEN,MISS,610586.41,4818836.16,11/8/2001 12:16:52 PM,11/13/2007 3:06:29 PM,-8864570.45804091,5390580.52038844
278,373208,UNNAMED URES,ROAD,CONN,OPEN,MISS,610834.7,4818845.86,2/27/2003 9:35:01 AM,4/3/2003 11:58:43 AM,-8864228.36700047,5390588.26964488
279,348378,LEWISHAM DR/UTLEY RD,ROAD,CONN,OPEN,MISS,609680.85,4818847.64,11/8/2001 12:16:50 PM,,-8865817.06566197,5390616.88355393
280,349261,LAKESHORE RD W,RAIL,BYPASS,OPEN,MISS,611027.66,4818849.05,11/8/2001 12:16:53 PM,,-8863962.61658117,5390588.27781912
281,348086,BONNER RD/PADSTOW CRES,ROAD,CONN,OPEN,MISS,609222.61,4818854.83,11/8/2001 12:16:49 PM,,-8866447.85860299,5390637.11509559
282,350288,OLD POPLAR ROW/WATERSEDGE RD,ROAD,CONN,OPEN,MISS,612598.36,4818854.82,11/8/2001 12:16:57 PM,11/14/2007 2:13:58 PM,-8861799.81088194,5390560.16987683
283,377768,CLARKSON RD S/UNNAMED URES,ROAD,CONN,OPEN,MISS,611501.21,4818859.95,4/4/2003 9:01:38 AM,,-8863310.33552541,5390592.52056013
284,348302,TRUSCOTT DR,WATER,BYPASS,OPEN,MISS,609565.06,4818861.87,11/8/2001 12:16:50 PM,,-8865976.17978272,5390639.14223872
285,350444,HALYARD CRT,RDEND,CONN,OPEN,MISS,612843.28,4818864.15,11/8/2001 12:16:58 PM,7/11/2006 1:14:53 PM,-8861462.37431184,5390567.38336002
286,349272,LAKESHORE RD W/UNNAMED UCOM,SIGNAL,CONN,OPEN,MISS,611046.99,4818874.49,11/8/2001 12:16:53 PM,,-8863935.42546465,5390622.99742042
287,349912,ANGELA CRES,RDEND,CONN,OPEN,MISS,611992.66,4818876.6,11/8/2001 12:16:56 PM,7/11/2006 2:56:17 PM,-8862633.28374977,5390604.23674093
288,348829,BROMSGROVE RD/HARTLAND DR/SOUTHDOWN RD,SIGNAL,CONN,OPEN,MISS,610343.02,4818879.13,11/8/2001 12:16:52 PM,,-8864904.61487135,5390645.4159927
289,349017,UNNAMED URES/WALDEN CIR,ROAD,CONN,OPEN,MISS,610632.83,4818883.45,11/8/2001 12:16:52 PM,11/13/2007 9:10:25 AM,-8864505.47145524,5390644.80956874
290,348020,PADSTOW CRES/YEOVIL RD,ROAD,CONN,OPEN,MISS,609126.87,4818886.34,11/8/2001 12:16:49 PM,,-8866578.97725647,5390682.79908213
291,348709,LUDBROOK CRT/WISEMAN CRT,ROAD,CONN,OPEN,MISS,610118.83,4818888.03,11/8/2001 12:16:51 PM,,-8865213.09828698,5390662.79471941
292,349285,UNNAMED UCOM,RDEND,CONN,OPEN,MISS,611025.97,4818891.02,11/8/2001 12:16:53 PM,2/27/2003 9:20:46 AM,-8863963.99197169,5390646.32056289
293,349555,CLARKSON RD S/SUNNINGDALE BEND/UNNAMED UEDU,ROAD,CONN,OPEN,MISS,611468,4818893.42,11/8/2001 12:16:54 PM,11/27/2002 2:48:19 PM,-8863355.30488296,5390639.53210904
294,373213,UNNAMED URES,RDEND,CONN,OPEN,MISS,610924.72,4818903.29,2/27/2003 9:40:07 AM,4/3/2003 12:07:29 PM,-8864103.11206304,5390665.57680408
295,348847,BALSAM AVE/HARTLAND DR,ROAD,CONN,OPEN,MISS,610370.72,4818906.73,11/8/2001 12:16:52 PM,,-8864865.84951749,5390682.92512448
296,348101,BONNER RD,WATER,BYPASS,OPEN,MISS,609245.17,4818913.53,11/8/2001 12:16:49 PM,,-8866415.48098248,5390717.72427718
297,348326,LEWISHAM DR/TRUSCOTT DR,SIGNAL,CONN,OPEN,MISS,609608.35,4818918.73,11/8/2001 12:16:50 PM,,-8865915.29713037,5390716.74587578
298,350360,RATTRAY PARK DR/WATERSEDGE RD,ROAD,CONN,OPEN,MISS,612712.73,4818919.06,11/8/2001 12:16:57 PM,,-8861640.85924766,5390646.2922717
299,349308,LAKESHORE RD W/UNNAMED UCOM,ROAD,CONN,OPEN,MISS,611087.43,4818927.54,11/8/2001 12:16:53 PM,,-8863878.53580171,5390695.37514126
300,349043,UNNAMED URES/WALDEN CIR,ROAD,CONN,OPEN,MISS,610676.94,4818931.38,11/8/2001 12:16:52 PM,11/14/2007 2:17:49 PM,-8864443.65012998,5390710.03559971
301,349178,UNNAMED URES/WALDEN CIR,ROAD,CONN,OPEN,MISS,610905.13,4818938.29,11/8/2001 12:16:53 PM,11/14/2007 2:16:48 PM,-8864129.29621833,5390714.38867179
302,371259,UNNAMED UCOM,RDEND,CONN,OPEN,MISS,611065.82,4818944.29,12/6/2002 11:10:42 AM,2/27/2003 9:21:17 AM,-8863907.9084236,5390719.0133146
303,349994,GREEN GLADE/MEADOW WOOD RD,ROAD,CONN,OPEN,MISS,612124.85,4818945.64,11/8/2001 12:16:56 PM,,-8862449.68548046,5390696.59175487
304,350469,CAPTAIN CRT/WATERSEDGE RD,ROAD,CONN,OPEN,MISS,612887.79,4818960.18,11/8/2001 12:16:58 PM,,-8861398.8685225,5390699.04460002
305,348879,HARTLAND DR/HINDHEAD RD,ROAD,CONN,OPEN,MISS,610411.73,4818962.09,11/8/2001 12:16:52 PM,,-8864808.12113095,5390758.49773238
306,349511,CLARKSON RD S/MATENA AVE,ROAD,CONN,OPEN,MISS,611393.24,4818969.9,11/8/2001 12:16:54 PM,,-8863456.48890887,5390746.91843719
307,347725,BENEDET DR/POPLAR CRES,ALLWAY,CONN,OPEN,MISS,608783.99,4818971.7,11/8/2001 12:16:48 PM,,-8867049.18833605,5390808.43404156
308,350041,CARDINAL PL/GREEN GLADE,ROAD,CONN,OPEN,MISS,612192.04,4818978.42,11/8/2001 12:16:56 PM,,-8862356.42828573,5390740.33815167
